Toán,Vật lý,Hóa học,Sinh học,Ngữ văn,Tiếng Anh,Khối thi
8.880119132128243,6.921170562791135,3.5994878938196715,4.215228168287741,8.068845851671709,5.078189357388815,2
7.038546794968455,8.42436687481217,3.4431480231359206,4.847317735018629,7.951702946971034,3.7836597329261474,2
10.0,3.69078378359381,5.910705164252695,4.6693336473770435,9.395572134564311,9.840661466606079,3
7.331420872563571,6.258155150449497,6.917227885529037,6.202343124885114,5.370937872516315,7.068912963688812,0
9.977910153442133,5.481832574084748,9.42769450905218,8.916822753741656,3.0963769076018712,4.575406644388485,1
7.954930387401359,4.7762563034704915,6.065184526181202,6.8164662848911535,4.52552275817138,4.977626243882919,1
8.852776485086428,7.562433360648084,5.7227360981896975,7.531770009573279,9.69701613814404,8.718369576018539,3
9.887066331337088,6.326520378772607,9.05167492727032,10.0,6.390004295378564,6.773605659356699,1
7.190038157225048,5.951201856155749,5.760912230396335,6.597501431173192,6.864165561404354,7.701037412436483,0
7.740133665636894,4.358067195727807,4.975742778704261,5.435632672617106,8.00698493711208,7.275108727737158,3
7.8390585399665635,5.865375269508008,8.467114475646754,7.642433059392443,7.238129780324842,7.0229546903414946,1
9.320931341240524,9.306903040474177,5.7014048710802,5.013853119376904,5.475881512402069,9.274605026442304,0
8.556976194154279,7.540549423484755,4.406972727553663,5.395741334625131,9.33780523076274,5.638426406165642,2
7.639877579593501,7.363525063381283,3.0394301016843897,2.6912046435550754,8.707454048854222,2.6147301292016754,2
9.13378758035104,2.9364455316642886,4.001458527500177,2.572722591282073,9.124653864425515,8.399166058673092,3
10.0,7.883270696823859,3.7616677677068973,4.252335890448045,8.890063494248476,4.282388799786969,2
7.70774778156065,4.486551580549501,7.3824586490089255,7.402057869215202,4.580657205277105,4.637882939293707,1
7.480481095370569,8.774172204414873,6.355697900145557,5.736115748573695,4.952655396352201,7.760308874600467,0
9.02589043921743,8.529733865546781,4.911743541409917,5.487601331164682,3.9824138836231797,9.491370750633644,0
9.079673074485276,7.327042895135326,5.600352445011176,5.123443591395117,5.676391217229941,8.921996456579931,0
6.567614272154393,8.784854610674769,4.530998535904803,5.386960376970599,5.654937154217803,8.837389780505038,0
7.626533763810284,4.712522680411834,5.377385075430099,4.954264870829492,10.0,7.721825349927824,3
