Toán,Vật lý,Hóa học,Sinh học,Ngữ văn,Tiếng Anh,Khối thi
9.886041434078608,9.881007309640808,7.481282060929152,3.6366307774188398,4.394029732318036,9.388342356271426,0
9.376168509086531,9.431460605860389,7.8952644999734805,3.6507627645407257,3.8578965536777625,9.586184236975098,0
8.964116831040466,8.9681984545359,8.142474718249325,3.8740290559595585,4.3341429764972785,9.547991866791358,0
8.392431779779987,7.789766003511459,7.386392013902775,3.020128327936831,3.003193185562143,7.232277762626389,0
8.444870989528846,4.065868965819218,3.6879679908970564,3.9648299334118993,8.380960340078586,8.741131238499431,3
9.878032247792579,7.908246071637262,10.0,9.294639504871235,9.103130775154723,5.556293083687896,1
8.697109680136387,7.851363214094228,9.531959096908281,4.1605243681714565,7.504429356507206,4.753179183849191,2
7.956555015625118,5.885700133244987,4.885863318427048,4.390859981677551,8.108320235521422,8.149406000725328,3
7.716164047725056,8.501483381746777,8.578948340155703,4.094555768515871,3.1023292851839797,8.127805767502538,0
7.831577782275195,7.956846671319424,8.68832699847015,3.433554556882383,7.924127872712056,3.021964424539714,2
8.142275199495398,8.112714809320957,8.012531917619365,3.569502385344162,7.092967860673902,4.1059036204208725,2
9.250477976378162,8.566251926610384,9.244787450297448,4.299530762424261,6.98765371943013,3.7353672028236655,2
8.914343921351634,9.269886327020439,6.736124743779269,2.81997174282635,2.9675843944444877,8.386966106087385,0
9.123232323359122,9.524187950672486,8.528947278724715,4.30679893399663,4.066871175620323,9.298640824886224,0
9.215965212955567,9.07027353612312,9.359732099677332,4.336776987498197,6.355266011928129,4.619716804603935,2
8.855701858348143,8.606560924905803,6.206088369485333,3.590737975619838,3.04428429922936,8.99559908293107,0
8.768903044562732,3.78820197550999,3.349995408967065,3.6723170549390143,8.825429505550368,8.821704232897384,3
10.0,4.09085361517159,4.195347107981035,3.900269247518059,9.728285265665502,9.10507863209554,3
9.214097865577273,8.829178269874436,9.206853818456871,5.495030102093867,6.541992185217994,5.467718543413151,2
8.442087426235961,5.638699889555468,6.0000757746810045,5.887540055412819,8.827294459443431,9.646127867583607,3
9.55739436321265,9.622391473022907,9.741104142656514,2.9243870438985295,6.685751634532028,4.278904726474666,2
8.593667265781448,8.939552320899436,8.911351501521388,5.876285428765954,8.623124790246909,5.771080601497337,2
8.377746119862689,8.21446093336367,6.802441426040962,2.3272197402138977,3.079688890777883,8.696941022286923,0
7.637016687479338,8.039369859647564,8.232874811204512,5.177968479977279,8.119603645352015,4.658452581520058,2
9.414222015858051,5.496246352781846,5.695282251564238,6.434563012356181,8.727498934185302,8.487772515011228,3
8.65073619000633,9.031600894052744,6.185952649108087,4.034664163739214,2.6467015456637686,9.855241194433987,0
9.25913598294824,6.300886121019995,8.340440642233553,8.750413247874537,9.107167919307402,4.769019329624406,1
8.521382130977289,5.002089122128883,4.937167945510584,4.746108587221773,7.977497468087774,8.831845357171938,3
8.532858512499287,3.7439602036012327,3.9513738433626684,4.2302970756778935,8.438920458010998,8.579840779740564,3
7.938964884697843,3.752534131462437,3.366026297202374,3.5367249512476064,8.845009283388041,8.103347089745172,3
10.0,9.338285359570964,8.175111795584435,5.781076071372523,4.765422223276518,10.0,0
8.46471763049675,7.964594931107914,9.08008542614566,8.463425002791544,8.793670710215743,3.2601432883241093,1
8.520370991300048,5.473945495640323,4.8095704188758175,5.099709564697098,8.43179440653078,7.612572172774799,3
9.29331086662045,8.84823807340102,8.84122422197933,3.8539749434870307,6.669000887212429,2.6923889453805456,2
9.501583365063857,7.786400498329552,9.136091904221907,9.292250270542967,9.523169119713975,3.774604135645349,1
9.304036975470662,7.936728498963079,9.230304189540368,8.636515509507372,8.843151548766256,5.383281722007548,1
9.210140394925586,5.551768231622018,5.424694317829153,5.673246806487597,8.99849230360832,8.927904874967624,3
7.48931360593979,8.002076215991885,8.002990167749221,3.0602009118717275,7.971886414921629,3.3537501391863986,2
8.299537189801052,8.277783849692693,7.9763450631094175,8.556020559726688,8.869787010990253,2.9641728262234546,1
9.245643211278123,5.541336124615784,4.937641209674383,5.867665958492583,9.379068786592413,9.074089484456524,3
8.713015016422947,9.240163517071045,8.074730386482491,3.418473829928838,4.006579426768721,8.521684014752605,0
8.598532663163036,8.223235036892778,8.263982197677619,5.275791674115023,7.409090346728272,5.702583877110093,2
9.1135641894148,8.753019518535279,8.835710009041058,5.193289789806207,8.052806298941633,5.072829780949475,2
10.0,6.9561491825081045,9.528181031672394,9.500062653638723,9.80297290175879,5.191827615161751,1
9.825351802554064,9.430185974843495,8.791947556445107,4.650348258377565,5.0163549743506595,9.603591757697387,0
