Toán,Vật lý,Hóa học,Sinh học,Ngữ văn,Tiếng Anh,Khối thi
6.278610214646379,1.6680748772389014,2.099369081338475,3.5233355992386475,9.640290595108398,9.450701851347537,3
7.2441765572436285,0.812077422069108,7.974678662047573,7.939756381844877,3.3734932029616322,3.707623198195389,1
8.249897506618332,0.08162052842368661,0.048898012257779566,3.755881308268994,6.8406611121558445,6.318695437782441,3
6.144578288037174,3.4709362831877364,6.198277174155238,9.670415514601718,2.870552519353046,3.085441009104945,1
8.88421609659543,8.37879825410484,0.7003672065801938,2.1203671750401387,6.647431143941603,3.7926824698739043,2
6.8864607112821785,0.016143565416628203,6.355602911680494,9.980570655528904,0.8034729174444766,3.45362217650408,1
7.387255786898224,2.3215112245538547,2.211483365445813,3.227827608816605,6.589253166407893,7.147490255423428,3
8.541701506473096,2.150758560885462,2.242433782974269,1.8599613192553828,7.4983839218461945,8.297022448603524,3
7.266816635888775,8.063785003843064,2.1764964563107965,1.901058818205886,9.162764985332283,1.1870818576178688,2
6.337931576593873,9.272106680306003,1.99899711741813,3.659210694522529,8.38828226944478,2.3033359007981207,2
8.618319733714582,6.3977726869586995,2.0122955229607955,0.24131000012967618,0.8198448844968333,6.468489255516139,0
8.188739770667802,3.491893186091498,3.1989470765739885,2.4483752514601944,7.725066472597766,9.035466287260107,3
7.504199701736791,0.9554616622313001,9.642442145132927,6.535006410113905,1.3182202632434823,1.4191566662582855,1
7.636016176683028,3.204626358063721,1.8593416737023047,1.643696510339201,8.712386116059058,8.990238518366018,3
9.6042972923602,9.54214839526395,1.695373975569416,2.0279614299728097,3.1808822432102866,7.891187003813092,0
6.521616696983964,0.36695501031857924,8.627245332550567,6.012980940274007,3.7681775794149113,2.0983768646779044,1
8.171955200112635,3.286643160314615,9.94904547190021,7.1176957171190365,3.4825305203499948,2.0527648186782,1
9.017850044407941,2.151225137509802,6.555679417756343,6.521740946202643,2.7641619328737503,3.8036451856593065,1
8.104164636762226,9.05009085320875,2.434820546509196,0.20483328316824867,7.303341539981799,1.4390018717547628,2
9.250416435678375,0.2664535174942406,3.0304219521048075,3.734176736571122,8.97169057007873,8.467522569597163,3
8.753684608500667,6.088281609096457,3.9826698441930883,1.0989011040272096,7.033135756585324,1.983456433908144,2
7.770403254419794,9.72090220903145,0.9382756961031702,1.484873404319484,7.568944050999981,2.322712121864572,2
9.940865829138248,1.958036985021661,1.8388819490967863,0.2728400716874635,7.242396081036686,8.205916374722257,3
6.144986719673627,7.721808012792389,1.997236489279755,0.8960463709952955,3.763031045292539,9.66635769919169,0
9.136468245551068,7.023457286217182,0.2954523445482051,1.9570456574247848,3.838171078760054,8.472948982812547,0
8.78490798036895,9.339628783239526,0.18887635764760669,2.0864591487318713,6.291288212108449,2.7764150204363873,2
6.945680115882826,2.693019428545349,6.598772207518332,8.498099646023771,0.11213670641531515,1.5416085321459554,1
7.000229148375061,2.132838069676127,8.737636382065002,8.312591896687646,0.6877654383793499,0.6834481703218636,1
9.673857967697048,3.6485796347298023,3.6419975523205452,3.8080790000680436,8.170107532376356,9.216654296459488,3
7.9962195045305435,3.983349182884362,8.216314652556335,8.357906248656256,0.6644564541500761,2.3630684080883313,1
9.412201526198853,0.6194048679850845,8.172279991587583,6.425634227459117,1.354597096807677,0.2557442594590569,1
9.646576450550697,6.844053681885473,1.606553570680675,0.6049021316709515,6.107483591599269,0.846239218976514,2
8.681013634225367,6.960540120307719,2.01920268243154,0.166561962903649,9.72199775513259,1.4521948274523533,2
7.721255650808472,3.090339272791291,7.92856711087026,6.539409649562937,2.7121812353842096,3.6208702743979146,1
9.898419602056514,7.240465329729632,1.4696399855275804,3.8185686418862677,2.66597999446488,9.918300693898491,0
6.1735500970309936,2.182024454410016,3.7848814209702737,3.345095079071491,7.834251831027913,8.501268219426352,3
8.336642385879594,1.4644829417798357,2.5056480219636272,0.5310948375913314,7.350518896750824,9.171660264188882,3
9.335501459321053,1.7933634398784823,7.414546698339047,7.011915983262872,3.911027305644555,2.677464701879724,1
6.471045106148522,3.475681358244955,0.6296072749845063,3.6243066188382302,8.451415038678139,9.812545983744393,3
7.9437576264802825,6.450452585052465,2.852064035665589,2.3432306937193657,9.960965220608465,3.884507167737932,2
8.085068593317175,2.5748907834412424,2.4028770590278694,1.3296966984524752,6.67416323651209,9.667236636768596,3
8.725940104256509,2.9474963568663397,0.10944097186203816,0.8697021306629997,7.223057864786506,8.80554714975436,3
8.580011094483638,0.6994525920520505,9.842120434769331,7.915641008719733,2.479334150855939,3.918010096963208,1
7.946659346127854,2.6872550862567666,3.136204583415746,1.5490707967031065,6.801945025983601,9.672001732687775,3
7.392188679509434,1.1721941789519343,8.25233381139809,8.41511266824368,1.6180057651529585,0.2899689674921957,1
7.843912502775195,2.137409745978327,0.19122754895213356,1.71890394974946,6.81306367474544,9.765074073796038,3
9.389874267175276,8.1193210212239,3.186895315120707,0.4398995343296037,3.1839391767356418,9.750988974547763,0
9.26036137550878,8.285189127523598,2.6923645111242585,0.010202252454535987,3.5276365581110167,8.108941181003258,0
9.187850707650878,7.670623153657105,2.2713221608090284,3.45028793242926,2.8549229716104176,6.9843573736363975,0
8.566672388330133,9.562199196443181,0.3467480519051822,0.9996976984395629,0.7618426171843766,8.892995399020531,0
9.700873397435506,2.1866185912876386,3.184970086473878,2.8245983054471147,8.623450754349648,9.49041209460929,3
9.729719427991956,1.9307050650096893,2.2997495446594756,3.297119808599137,7.85229790922573,7.752391357974537,3
7.9098426559148995,7.924185315755668,2.0076351555397505,0.5117851801568785,9.580644210963346,3.113569275221393,2
6.332826293472764,0.7529689196269351,3.191008953604926,2.4844183598411056,7.526447463833461,8.257137397123042,3
9.924215443362227,6.814345940909259,3.6650259133372662,2.6463241008094944,6.999593559241665,2.6728822245289816,2
9.565340434069528,6.560255787715534,3.2659051314927403,1.7021859419722318,6.122074417986027,1.6540715546217153,2
6.068741865552259,2.1496253157509915,7.465433663573933,9.294390373483827,1.6410771456060256,2.4605982460722924,1
8.806593679898132,7.985867048706073,1.8187479513930422,3.517440453699591,3.3195839955651816,9.352090194455432,0
7.5343791705898,1.0447542355787984,8.500226045723963,9.32631634321724,3.0022692486502662,2.556590834451594,1
8.48406140587704,2.1275755369868623,6.3454747156579305,9.62402216361397,2.4809541833232207,1.3511122563579567,1
9.59729487257539,7.518418627156175,1.5397104120047307,0.4818184623162365,8.73067907106931,1.407076694704501,2
9.74470366734219,6.595082836691766,0.15487923502846135,2.6618812499799303,8.721745728313675,2.176699567213261,2
7.661625708201738,6.771365442021552,1.6639991995023697,1.4838532172362435,1.906655643440018,6.725404826295758,0
6.356715976886564,3.451689137636592,6.555394744272725,9.323346785135243,1.3069827377845025,1.392258801365887,1
9.6490392411876,8.334469327271371,0.3708440173503025,1.9202395668233598,8.394147188100995,2.976384038918959,2
6.186053256147209,6.077468005662496,0.1848411037501596,3.3557257688888322,2.3588727310697672,7.2010970517686115,0
9.443474978693029,9.92104440922603,2.580714575035146,3.4034604189518576,1.5683534198777007,7.601399420276122,0
8.305225560458677,7.270353129822549,1.369989633805932,3.0584424255233573,6.147659628470558,0.47598827259785015,2
7.5646764759169915,3.373194315641553,3.147096814535082,0.17107268206580795,8.210518664856412,8.309247624280964,3
8.655396954559674,1.5202830446622735,2.8471857549317012,3.57463880011965,7.333599225626298,8.873888851397783,3
9.168772848241073,9.726058934230233,0.24957467710568793,3.072944027158,0.9167638785363628,6.577235820277695,0
8.803570177384135,3.6103119008089815,6.2730924847540415,9.316126700596126,3.669885509980857,1.0840918429584843,1
7.5973120293676,8.059508369839975,3.350288617644257,1.1996911931373715,9.095166182653578,2.715950490806441,2
7.7142049851847645,1.4272269064747864,2.5313564195867033,1.5181556809965695,6.108469519369556,6.874163572194856,3
8.023387875685305,6.60645550001476,0.5251159248434609,0.345543446634458,6.814913426604455,3.3048447322191143,2
6.544956509778525,8.544367043752981,3.1310613937772023,2.3856310400495677,1.793253956252674,9.03138890806963,0
9.715156947078452,2.2509678947316574,1.3906983290662094,1.335138138563578,7.419047018560205,9.439238210437201,3
7.8155226762293335,7.133466945824553,2.1610456372112523,2.701992943578789,2.1846044060782677,9.401733213451664,0
9.085792612108913,2.0200053031039173,3.325996381957312,3.92128261969437,8.786008929704805,6.6986739626219665,3
8.98248742786273,6.1657725629295115,1.8319960439046383,0.33889909277682495,1.0883587172254119,6.594630577732081,0
9.165106254101353,2.2399794435941565,6.702531957228815,8.992817930328084,3.074958445566591,2.0709113830047388,1
7.347107215149763,3.9739089070076794,0.6438674297282314,1.2599647590044607,7.015744456389637,6.725415522698038,3
7.123335401087031,3.7588480196835934,8.294761300998552,6.93693332114513,3.803951987358503,2.433501340373016,1
7.837043921016326,6.118095618322417,0.2996507452156192,3.1821574242664568,9.548684578528487,1.5915215697336644,2
9.78616950796881,0.8149290563334719,3.20151340403314,2.233868840728341,9.982816951365995,9.959682697239629,3
8.1982998394109,1.0064922091092976,6.551260044466659,9.334266897128211,2.460520021757658,1.962189592487229,1
6.200838326107016,7.895324089465264,1.678660858330196,0.16526696541338382,7.96203532622234,0.3722759722267748,2
9.111046582098593,1.550466808081727,3.9755392581623035,2.8236535273943018,8.336532116400525,9.598685089338217,3
6.080004402137343,7.6840161853274225,0.42065166759062267,3.3646766392084904,6.538428957343838,2.9522676617843375,2
6.394543984614968,3.554641412852484,8.087745777836187,6.9125644318072474,3.493081628171867,3.119844955888029,1
8.779260655388773,0.7470627400208647,7.137388495920856,6.683198663317782,0.31910070782230626,3.9776690834146926,1
6.9896116059871805,0.29590982312865544,8.19099235069316,7.173520868484454,2.362494930893573,0.4487664645445455,1
8.158634568329536,0.42929634320002874,6.341421312962517,9.668721423518637,1.937251672369848,3.4389754095304577,1
6.775149367066216,8.087102952398402,2.372302547589535,2.241623153171561,0.651377821016975,9.486408140996758,0
6.348159107639477,6.376591391394771,2.8069694960717797,0.7649306163473617,6.2887439596249335,0.061681913643699904,2
6.780102259201012,9.247098360005138,1.8542744428300297,3.888387573154112,8.380262108705274,1.8134541763770549,2
8.406783818102298,7.558999086088479,2.0597643676528232,3.471780190661586,1.4683792739547243,8.552861919807846,0
8.851984709354435,8.61170920077925,2.0641281335846138,3.3135338300186534,0.5610275967421328,8.248924775425781,0
6.592996734740357,7.860847234965288,0.4052941894073734,1.6287751723201014,8.632896723186361,1.1765903316291655,2
7.139265080498323,7.723170895759128,2.1259056441867403,0.21463500806626934,3.602142667952324,9.36998326858533,0
9.977820202905187,6.738715850462086,1.05571716317931,3.9676788859580694,2.835982245751835,8.864721316106978,0
9.18269466985468,7.795869499228118,2.6197610701663963,1.4828442768611416,0.5851294947865964,8.169864491235076,0
7.427703634297428,3.984249499523868,6.753404983053819,9.557757741758667,3.965498724477069,2.4237789292121685,1
8.681990845029738,6.247151964356794,0.6872197295528046,2.6412941359482875,0.2313107665290972,8.680953354977497,0
8.482373517328734,0.9898593132787874,2.956835829291895,3.6783268501136197,9.869278696922214,9.330287198621644,3
7.1451327708368835,2.8226818970591743,7.136677742600936,7.287335667643655,3.9265508172778105,3.687245288358891,1
7.156655096692335,9.018580866631588,1.935927832970921,3.092902247929217,1.1925943202258273,7.77503100369462,0
8.611224567947554,3.5293968198791967,9.062095831162818,8.234013753478886,1.5753365809208741,2.350229618695722,1
6.17940044896355,1.5255117318857763,2.8048085222783152,2.1220782563022307,7.613533739855704,7.580488284145687,3
9.405487281440728,8.693130856351079,0.09969213445999792,0.8222004516268351,9.942700997870645,3.3595028629956096,2
8.071163419899424,3.7551708745862418,7.1856542579313,8.681050634559606,3.923422301697158,1.8515622175353434,1
6.8904130629917635,0.2598831989964392,3.212363963383345,0.29252016720119567,9.256469693867293,9.822928918607124,3
8.745603783684263,6.53696359691096,2.494964017962107,0.9048810847080078,1.984365829081352,7.6237400127281365,0
8.05502867915681,2.0427507421404547,6.248956074932965,9.540413709896333,0.8782814091227547,0.5659618590302027,1
7.392245708289883,9.532731328671666,0.6230780185461828,1.1142839723529092,9.261109829959782,3.739125125916989,2
6.146661040960736,8.788556482519311,3.933274413362524,0.3498090348191636,7.36140785765374,0.3701279809595599,2
9.241458738108978,7.680572618043879,2.7355209662336524,3.7771849035700913,8.312262071586225,3.4072653836424798,2
8.109442980606302,7.741402783943355,2.7961814470925983,3.4436786088364415,2.9617437318187796,9.85987552420772,0
8.178708565394803,6.597782653643445,3.8936918692125326,3.340558515733009,7.52065010135682,3.3587191564138976,2
7.6751315441995445,8.08051898078285,1.783163452658334,1.668743274082836,6.236863622371496,1.0529773332567065,2
6.282487545744495,3.6643116856825833,2.175661737577312,3.3662316572338344,8.91995300032091,6.682909131424952,3
9.898556234609835,8.826742853399335,1.7913939196667399,3.276452765897664,1.2966389840502757,9.960980379034693,0
7.21780296113767,2.5334981853159118,6.830644407126446,7.342079054646687,0.9253557569494744,3.946709311960105,1
6.9408930510416,8.633797789204785,2.374526753514141,3.7354509535523697,7.622735309019012,2.9071727605354702,2
6.452373380434983,3.9381912326784825,9.601311503529928,7.309460266550257,0.053352895757485364,2.8103689797715727,1
9.980093156780113,7.6684112275072005,0.09809993653583016,3.478096863436869,0.5011415624210791,7.209670110367165,0
6.694208023638038,0.5168187751718492,0.7286282778494564,2.0127198749762467,8.377940707074888,9.68853320968155,3
7.216391540286191,9.030898546659575,2.896447000222582,1.5166588860908532,6.792670706467899,1.058425219350478,2
9.510025683362025,6.375451227232796,1.6531324501017992,2.783844265705883,2.15409168295019,9.475379314277394,0
8.876853421304638,0.5988745806802598,8.678862473449444,9.951748039757957,3.8324060397131974,0.9405146108310238,1
9.770889274172506,7.706446196956591,1.1644604400795182,1.24677248069588,9.590154653182351,2.758880729188539,2
9.685835986955318,6.8361863676764045,0.9212134432169852,0.7392936987809975,7.250376406389266,0.10183100334050721,2
7.8805509578767605,3.0533055357033505,3.0934795655250777,0.7862120945443318,7.690666658482062,7.6004305517071185,3
6.926028854509422,7.777995373190969,3.8700786717578377,3.8096318216549356,7.008002317982024,0.7165985372503543,2
8.122714818163848,8.052544986595244,0.8616084030035731,1.3399538374366298,7.93377120252417,0.15736779112487476,2
